train w/Wokl
0.003623739816248417
0.0015756775392219424
0.00013409879466053098
9.606125968275592e-05
8.325252565555274e-05
7.704376184847206e-05
7.32222615624778e-05
6.963274790905416e-05
6.605690577998757e-05
719284.6875
7.297023694263771e-05
0.00013877294259145856
6.792663771193475e-05
0.00011549746704986319
0.00010007732635131106
9.03106847545132e-05
6.1591032135766e-05
8.072932541836053e-05
7.329641812248155e-05
6.83228499838151e-05
6.391869828803465e-05
6.028082862030715e-05
4.985913255950436e-05
5.597557901637629e-05
5.2945684728911147e-05
5.077048626844771e-05
4.4502394302980974e-05
4.823052586289123e-05
4.236318272887729e-05
4.5788481656927615e-05
4.416559386299923e-05
4.303604509914294e-05
4.2037667299155146e-05
4.1129365854430944e-05
4.029820775031112e-05
3.954553176299669e-05
3.884341276716441e-05
3.8193251384655014e-05
3.758574166567996e-05
3.7014349800301716e-05
3.6468420148594305e-05
3.596525129978545e-05
3.547567030182108e-05
3.503049083519727e-05
3.459232539171353e-05
3.418290361878462e-05
3.3793094189604744e-05
3.342097988934256e-05
3.3059401175705716e-05
3.2717693102313206e-05
3.2387579267378896e-05
3.207392001058906e-05
